experiment_mode,scenario_id,scenario_name,round,team_name,strategy_archetype,operating_archetype,demand,actual_demand,forecast,planned_production,actual_production,units_sold,lost_sales,inventory,backlog,revenue,cost,profit,cash,debt,service_level,forecast_error,forecast_wape,defects,warranty_cost,capacity_used,effective_capacity,raw_material_inventory_end,innovation_investment,npd_investment,launched_products,retired_products,launch_events,interest_expense,working_capital_requirement,liquidity_stress,reputation,notes
calibrated,11,Fast Lifecycle,9,Team 04,Innovation leap,Low-Cost Volume,0.0,0.0,0,0,0,0,0,0,0,0.0,1788.0,-1788.0,83627.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,473,577,1500.0,1500.0,0,0,,0.0,19998.82,FALSE,19.75,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,9,Team 05,Aggressive growth,Community / Club,754.81,754.81,352,298,298,290,464,0,63,34863.36,39782.5,-4919.14,105124.98,90000.0,0.3546,402.81,0.5337,0.0243,317.22,47.08,633,773,4000.0,4000.0,0,0,,1980.0,40168.5,TRUE,0.0,"Portfolio forecast WAPE was 53.37% against realized demand. Lost 464 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,9,Team 06,Low-cost volume,Premium Quality,499.18,499.18,243,225,225,222,276,0,49,34020.8,30845.22,3175.58,95940.44,31500.0,0.405,256.18,0.5132,0.008,79.59,47.37,475,443,1500.0,1500.0,0,0,,693.0,22542.46,TRUE,0.0,"Portfolio forecast WAPE was 51.32% against realized demand. Lost 276 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,10,Team 01,Cash conservative,Premium Quality,548.14,548.14,59,95,95,93,454,0,4,16503.6,10256.2,6247.4,99453.86,0.0,0.1684,489.14,0.8924,0.005,20.93,36.12,263,1,750.0,750.0,0,0,,0.0,45.54,FALSE,0.0,Portfolio forecast WAPE was 89.24% against realized demand. Lost 454 sales units across the portfolio. Carried 4 backlog units into next round.
calibrated,11,Fast Lifecycle,10,Team 02,Balanced S&OP,Sponsorship Growth,830.83,830.83,289,289,289,281,548,0,35,39342.0,34899.98,4442.02,120922.14,10000.0,0.3245,541.83,0.6522,0.0246,311.47,63.38,456,248,2500.0,2500.0,0,0,,220.0,12027.6,FALSE,0.0,"Portfolio forecast WAPE was 65.22% against realized demand. Lost 548 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,11,Fast Lifecycle,10,Team 03,Premium quality,Engineering Challenger,0.0,0.0,0,0,0,0,0,0,0,0.0,4008.0,-4008.0,76069.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,428,290,3000.0,3000.0,0,0,,0.0,14253.5,FALSE,30.26,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,10,Team 04,Innovation leap,Low-Cost Volume,0.0,0.0,0,0,0,0,0,0,0,0.0,1788.0,-1788.0,81839.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,477,577,1500.0,1500.0,0,0,,0.0,20420.03,FALSE,25.55,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,10,Team 05,Aggressive growth,Community / Club,880.33,880.33,352,298,298,290,589,0,63,34863.36,40762.73,-5899.37,109225.61,100000.0,0.3074,528.33,0.6001,0.0243,317.22,44.54,669,862,4000.0,4000.0,0,0,,2200.0,45359.64,TRUE,0.0,"Portfolio forecast WAPE was 60.01% against realized demand. Lost 589 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,10,Team 06,Low-cost volume,Premium Quality,567.71,567.71,243,225,225,222,344,0,49,34020.8,31546.26,2474.54,101914.98,35000.0,0.36,324.71,0.572,0.008,79.59,45.18,498,497,1500.0,1500.0,0,0,,770.0,25661.79,TRUE,0.0,"Portfolio forecast WAPE was 57.20% against realized demand. Lost 344 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,11,Team 01,Cash conservative,Premium Quality,568.86,568.86,59,95,79,77,490,0,4,13647.6,9442.7,4204.9,103658.76,0.0,0.1344,509.86,0.8963,0.005,17.33,30.04,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 89.63% against realized demand. Lost 490 sales units across the portfolio. Carried 4 backlog units into next round.
calibrated,11,Fast Lifecycle,11,Team 02,Balanced S&OP,Sponsorship Growth,861.3,861.3,289,289,289,281,579,0,35,39342.0,35570.58,3771.42,125693.56,11000.0,0.3135,572.3,0.6645,0.0246,311.47,61.62,469,271,2500.0,2500.0,0,0,,242.0,13395.14,TRUE,0.0,"Portfolio forecast WAPE was 66.45% against realized demand. Lost 579 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,11,Team 03,Premium quality,Engineering Challenger,0.0,0.0,0,0,0,0,0,0,0,0.0,4008.0,-4008.0,72061.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,442,290,3000.0,3000.0,0,0,,0.0,14549.3,FALSE,36.06,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,11,Team 04,Innovation leap,Low-Cost Volume,0.0,0.0,0,0,0,0,0,0,0,0.0,1788.0,-1788.0,80051.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,481,577,1500.0,1500.0,0,0,,0.0,20841.24,FALSE,31.35,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,11,Team 05,Aggressive growth,Community / Club,912.67,912.67,352,298,298,290,622,0,63,34863.36,41753.51,-6890.15,112335.46,110000.0,0.2972,560.67,0.6143,0.0243,317.22,42.27,705,951,4000.0,4000.0,0,0,,2420.0,50697.96,TRUE,0.0,"Portfolio forecast WAPE was 61.43% against realized demand. Lost 622 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,11,Team 06,Low-cost volume,Premium Quality,589.16,589.16,243,225,225,222,366,0,49,34020.8,32248.48,1772.32,107187.3,38500.0,0.3479,346.16,0.5875,0.008,79.59,43.19,521,551,1500.0,1500.0,0,0,,847.0,28872.92,TRUE,0.0,"Portfolio forecast WAPE was 58.75% against realized demand. Lost 366 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,12,Team 01,Cash conservative,Premium Quality,537.57,537.57,59,95,78,76,461,0,4,13488.48,9545.24,3943.24,107602.0,0.0,0.1403,478.57,0.8902,0.005,17.1,29.66,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 89.02% against realized demand. Lost 461 sales units across the portfolio. Carried 4 backlog units into next round.
calibrated,11,Fast Lifecycle,12,Team 02,Balanced S&OP,Sponsorship Growth,813.06,813.06,289,289,289,281,530,0,35,39342.0,36237.6,3104.4,129797.96,12000.0,0.3313,524.06,0.6446,0.0246,311.47,59.96,482,294,2500.0,2500.0,0,0,,264.0,14800.68,TRUE,0.0,"Portfolio forecast WAPE was 64.46% against realized demand. Lost 530 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,12,Team 03,Premium quality,Engineering Challenger,0.0,0.0,0,0,0,0,0,0,0,0.0,4008.0,-4008.0,68053.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,456,290,3000.0,3000.0,0,0,,0.0,14845.1,FALSE,41.86,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,12,Team 04,Innovation leap,Low-Cost Volume,0.0,0.0,0,0,0,0,0,0,0,0.0,1788.0,-1788.0,78263.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,485,577,1500.0,1500.0,0,0,,0.0,21268.22,FALSE,37.15,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,11,Fast Lifecycle,12,Team 05,Aggressive growth,Community / Club,861.6,861.6,352,298,298,290,571,0,63,34863.36,42739.41,-7876.05,114459.41,120000.0,0.3136,509.6,0.5915,0.0243,317.22,40.22,741,1040,4000.0,4000.0,0,0,,2640.0,56157.6,TRUE,0.0,"Portfolio forecast WAPE was 59.15% against realized demand. Lost 571 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,11,Fast Lifecycle,12,Team 06,Low-cost volume,Premium Quality,556.77,556.77,243,225,225,222,334,0,49,34020.8,32950.7,1070.1,111757.4,42000.0,0.3665,313.77,0.5636,0.008,79.59,41.36,544,605,1500.0,1500.0,0,0,,924.0,32175.85,TRUE,0.0,"Portfolio forecast WAPE was 56.36% against realized demand. Lost 334 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,1,Team 01,Cash conservative,Premium Quality,185.19,185.19,101,136,136,134,44,0,6,23802.72,13182.66,10620.06,36204.06,0.0,0.7236,84.19,0.4546,0.0065,39.25,51.71,263,124,750.0,750.0,0,0,,0.0,5022.0,FALSE,61.15,Portfolio forecast WAPE was 45.46% against realized demand. Lost 44 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,1,Team 02,Balanced S&OP,Sponsorship Growth,254.56,254.56,315,315,315,242,0,62,11,34806.0,33511.29,1294.71,31478.71,1000.0,0.9507,-60.44,0.3052,0.0308,335.34,92.92,339,5,2500.0,2500.0,0,0,,22.0,5905.41,FALSE,62.52,"Portfolio forecast WAPE was 30.52% against realized demand. Carried 11 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,1,Team 03,Premium quality,Engineering Challenger,181.94,181.94,200,204,204,176,0,26,5,34114.44,22792.52,11321.92,38465.92,0.0,0.9674,-18.06,0.172,0.005,39.6,67.55,302,86,750.0,750.0,0,0,,0.0,6438.31,FALSE,62.83,Portfolio forecast WAPE was 17.20% against realized demand. Carried 5 backlog units into next round.
calibrated,12,Warranty Sensitive,1,Team 04,Innovation leap,Low-Cost Volume,200.09,200.09,355,348,348,199,0,131,0,21787.5,35450.41,-13662.91,22569.09,7000.0,0.9946,-154.91,0.7742,0.0478,435.73,78.91,441,72,9000.0,9000.0,0,0,,154.0,12483.07,FALSE,46.88,"Portfolio forecast WAPE was 77.42% against realized demand. Used $7,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,1,Team 05,Aggressive growth,Community / Club,239.58,239.58,383,325,300,222,0,67,16,27657.6,34998.66,-7341.06,25698.94,10000.0,0.9266,-143.42,0.5986,0.0284,280.68,86.96,345,0,4000.0,4000.0,0,0,,220.0,6753.18,FALSE,60.36,"Portfolio forecast WAPE was 59.86% against realized demand. Carried 16 backlog units into next round. Used $10,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,1,Team 06,Low-cost volume,Premium Quality,185.66,185.66,263,244,244,185,0,55,0,28372.96,28917.78,-544.82,28539.18,3500.0,0.9964,-77.34,0.4166,0.0161,133.82,83.85,291,16,1500.0,1500.0,0,0,,77.0,6301.47,FALSE,69.76,"Portfolio forecast WAPE was 41.66% against realized demand. Used $3,500.00 of planned borrowing."
calibrated,12,Warranty Sensitive,2,Team 01,Cash conservative,Premium Quality,199.54,199.54,101,136,124,122,76,0,6,21660.72,12515.83,9144.89,45348.95,0.0,0.5936,98.54,0.4938,0.005,27.45,47.15,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,51.41,Portfolio forecast WAPE was 49.38% against realized demand. Lost 76 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,2,Team 02,Balanced S&OP,Sponsorship Growth,251.46,251.46,315,315,5,64,159,0,38,8000.0,17408.92,-9408.92,23069.79,2000.0,0.2438,-63.54,0.2949,0.0284,79.87,1.42,352,0,2500.0,2500.0,0,0,,44.0,300.0,FALSE,37.44,"Portfolio forecast WAPE was 29.49% against realized demand. Lost 159 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,2,Team 03,Premium quality,Engineering Challenger,198.71,198.71,200,204,204,187,0,41,15,36015.68,23426.56,12589.12,51055.04,0.0,0.918,-1.29,0.1257,0.005,42.08,64.56,316,86,750.0,750.0,0,0,,0.0,8132.44,FALSE,66.6,Portfolio forecast WAPE was 12.57% against realized demand. Carried 15 backlog units into next round.
calibrated,12,Warranty Sensitive,2,Team 04,Innovation leap,Low-Cost Volume,215.42,215.42,355,348,348,205,0,257,9,22401.75,36948.59,-14546.84,15022.25,14000.0,0.9516,-139.58,0.6777,0.0468,434.19,76.65,454,55,9000.0,9000.0,0,0,,308.0,22330.85,TRUE,44.23,"Portfolio forecast WAPE was 67.77% against realized demand. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,2,Team 05,Aggressive growth,Community / Club,232.76,232.76,383,325,0,67,112,0,69,7107.84,21338.74,-14230.9,21468.04,20000.0,0.2693,-150.24,0.6928,0.0792,87.42,0.0,381,0,4000.0,4000.0,0,0,,440.0,3000.0,TRUE,29.97,"Portfolio forecast WAPE was 69.28% against realized demand. Lost 112 sales units across the portfolio. Carried 69 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,2,Team 06,Low-cost volume,Premium Quality,203.11,203.11,263,244,16,69,80,0,53,10542.4,16364.58,-5822.18,26217.0,7000.0,0.3397,-59.89,0.2949,0.0141,44.04,5.1,314,0,1500.0,1500.0,0,0,,154.0,1050.0,TRUE,51.86,"Portfolio forecast WAPE was 29.49% against realized demand. Lost 80 sales units across the portfolio. Carried 53 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,3,Team 01,Cash conservative,Premium Quality,199.29,199.29,101,136,112,110,88,0,6,19557.48,12078.1,7479.38,52828.33,0.0,0.5358,98.29,0.4932,0.005,24.76,42.59,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,39.38,Portfolio forecast WAPE was 49.32% against realized demand. Lost 88 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,3,Team 02,Balanced S&OP,Sponsorship Growth,260.68,260.68,315,315,315,270,0,34,27,39020.0,34896.13,4123.87,28193.66,3000.0,0.904,-54.32,0.2084,0.028,338.83,86.3,365,25,2500.0,2500.0,0,0,,66.0,4626.8,FALSE,37.36,"Portfolio forecast WAPE was 20.84% against realized demand. Carried 27 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,3,Team 03,Premium quality,Engineering Challenger,203.6,203.6,200,204,204,203,0,40,14,38781.12,23854.6,14926.52,65981.56,0.0,0.9286,3.6,0.0177,0.005,45.68,61.82,330,86,750.0,750.0,0,0,,0.0,8204.15,FALSE,70.59,Portfolio forecast WAPE was 1.77% against realized demand. Carried 14 backlog units into next round.
calibrated,12,Warranty Sensitive,3,Team 04,Innovation leap,Low-Cost Volume,223.93,223.93,355,348,348,204,0,384,27,22374.45,38536.37,-16161.92,5860.33,21000.0,0.8758,-131.07,0.7013,0.046,424.75,74.52,467,38,9000.0,9000.0,0,0,,462.0,32625.53,TRUE,40.05,"Portfolio forecast WAPE was 70.13% against realized demand. Carried 27 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,3,Team 05,Aggressive growth,Community / Club,252.76,252.76,383,325,325,240,11,75,69,29802.24,38514.54,-8712.3,22755.74,30000.0,0.7459,-130.24,0.6643,0.0266,280.36,77.94,417,97,4000.0,4000.0,0,0,,660.0,13788.53,TRUE,25.28,"Portfolio forecast WAPE was 66.43% against realized demand. Lost 11 sales units across the portfolio. Carried 69 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,3,Team 06,Low-cost volume,Premium Quality,179.74,179.74,263,244,0,0,178,0,53,0.0,15500.69,-15500.69,14216.31,10500.0,0.0,-83.26,0.4632,0.0263,0.0,0.0,337,0,1500.0,1500.0,0,0,,231.0,1575.0,TRUE,18.26,"Portfolio forecast WAPE was 46.32% against realized demand. Lost 178 sales units across the portfolio. Carried 53 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,4,Team 01,Cash conservative,Premium Quality,207.19,207.19,101,136,112,110,96,0,6,19557.48,12314.42,7243.06,60071.39,0.0,0.516,106.19,0.5125,0.005,24.76,42.59,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,26.54,Portfolio forecast WAPE was 51.25% against realized demand. Lost 96 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,4,Team 02,Balanced S&OP,Sponsorship Growth,286.24,286.24,315,315,315,271,3,68,38,38830.0,35914.5,2915.5,32109.16,4000.0,0.8652,-28.76,0.2206,0.0262,316.4,83.33,378,50,2500.0,2500.0,0,0,,88.0,9134.65,FALSE,36.53,"Portfolio forecast WAPE was 22.06% against realized demand. Lost 3 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,4,Team 03,Premium quality,Engineering Challenger,218.67,218.67,200,204,204,199,16,43,16,38089.76,24333.26,13756.5,79738.06,0.0,0.8553,18.67,0.0956,0.005,44.78,59.3,344,86,750.0,750.0,0,0,,0.0,8702.83,FALSE,71.79,Portfolio forecast WAPE was 9.56% against realized demand. Lost 16 sales units across the portfolio. Carried 16 backlog units into next round.
calibrated,12,Warranty Sensitive,4,Team 04,Innovation leap,Low-Cost Volume,248.55,248.55,345,338,338,204,9,248,34,33951.96,28777.43,5174.53,18034.86,28000.0,0.8208,-96.45,0.6857,0.0495,467.64,70.42,480,31,0,0,1,2,"Launched Team 04 NextGen into slot C, replacing Flex Edge",616.0,23870.38,TRUE,33.48,"Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 68.57% against realized demand. Lost 9 sales units across the portfolio. Carried 34 backlog units into next round. Generated $11,668.86 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,4,Team 05,Aggressive growth,Community / Club,254.83,254.83,373,316,316,228,27,153,67,28368.0,39266.5,-10898.5,21857.24,40000.0,0.7041,-118.17,0.5303,0.027,266.22,69.76,453,203,4000.0,4000.0,0,0,,880.0,25564.14,TRUE,18.77,"Portfolio forecast WAPE was 53.03% against realized demand. Lost 27 sales units across the portfolio. Carried 67 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,4,Team 06,Low-cost volume,Premium Quality,200.51,200.51,263,244,244,230,0,11,22,35420.0,30843.6,4576.4,22292.71,14000.0,0.9073,-62.49,0.3117,0.0103,104.68,67.78,360,59,1500.0,1500.0,0,0,,308.0,5513.17,FALSE,20.96,"Portfolio forecast WAPE was 31.17% against realized demand. Carried 22 backlog units into next round. Used $3,500.00 of planned borrowing."
calibrated,12,Warranty Sensitive,5,Team 01,Cash conservative,Premium Quality,244.64,244.64,101,136,112,110,134,0,6,19557.48,12549.04,7008.44,67079.83,0.0,0.4389,143.64,0.5871,0.005,24.76,42.59,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,10.53,Portfolio forecast WAPE was 58.71% against realized demand. Lost 134 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,5,Team 02,Balanced S&OP,Sponsorship Growth,324.93,324.93,306,306,306,283,42,81,37,40750.0,35860.74,4889.26,37998.42,5000.0,0.7798,18.93,0.2075,0.0271,339.0,78.26,391,84,2500.0,2500.0,0,0,,110.0,12149.15,FALSE,31.84,"Portfolio forecast WAPE was 20.75% against realized demand. Lost 42 sales units across the portfolio. Carried 37 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,12,Warranty Sensitive,5,Team 03,Premium quality,Engineering Challenger,265.23,265.23,200,204,204,222,42,23,16,42065.08,24657.96,17407.12,97145.18,0.0,0.7894,65.23,0.2459,0.005,49.96,56.98,358,86,750.0,750.0,0,0,,0.0,6689.94,FALSE,70.13,Portfolio forecast WAPE was 24.59% against realized demand. Lost 42 sales units across the portfolio. Carried 16 backlog units into next round.
calibrated,12,Warranty Sensitive,5,Team 04,Innovation leap,Low-Cost Volume,216.74,216.74,230,225,225,164,63,298,23,18097.8,21239.88,-3142.08,21892.78,35000.0,0.6541,-13.26,0.4886,0.0468,346.14,45.64,493,127,0.0,0.0,0,0,,770.0,32393.68,TRUE,19.93,"Portfolio forecast WAPE was 48.86% against realized demand. Lost 63 sales units across the portfolio. Carried 23 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,5,Team 05,Aggressive growth,Community / Club,282.35,282.35,360,305,305,237,46,211,65,29191.68,39690.57,-10498.89,21358.35,50000.0,0.6784,-77.65,0.4719,0.0282,292.48,62.37,489,320,4000.0,4000.0,0,0,,1100.0,36472.53,TRUE,10.67,"Portfolio forecast WAPE was 47.19% against realized demand. Lost 46 sales units across the portfolio. Carried 65 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,5,Team 06,Low-cost volume,Premium Quality,244.1,244.1,263,244,244,227,0,25,38,35008.16,31843.86,3164.3,28957.01,17500.0,0.8531,-18.9,0.1299,0.0103,102.92,63.71,383,118,1500.0,1500.0,0,0,,385.0,9907.33,TRUE,21.71,"Portfolio forecast WAPE was 12.99% against realized demand. Carried 38 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,6,Team 01,Cash conservative,Premium Quality,238.61,238.61,97,131,112,110,128,0,6,19635.0,12564.56,7070.44,74150.27,0.0,0.4497,141.61,0.5935,0.0055,26.95,42.59,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 59.35% against realized demand. Lost 128 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,6,Team 02,Balanced S&OP,Sponsorship Growth,343.86,343.86,299,299,299,286,57,84,36,40208.0,35945.23,4262.77,43261.19,6000.0,0.7509,44.86,0.1691,0.0279,358.45,74.01,404,125,2500.0,2500.0,0,0,,132.0,14569.2,TRUE,25.07,"Portfolio forecast WAPE was 16.91% against realized demand. Lost 57 sales units across the portfolio. Carried 36 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,6,Team 03,Premium quality,Engineering Challenger,267.46,267.46,192,196,196,217,63,0,3,40876.08,23962.55,16913.53,114058.71,0.0,0.7655,75.46,0.2821,0.005,48.83,52.69,372,94,750.0,750.0,0,1,,0.0,4652.06,FALSE,66.67,Portfolio forecast WAPE was 28.21% against realized demand. Lost 63 sales units across the portfolio. Carried 3 backlog units into next round.
calibrated,12,Warranty Sensitive,6,Team 04,Innovation leap,Low-Cost Volume,253.91,253.91,219,214,214,162,92,0,22,32166.7,28104.4,4062.3,32955.08,42000.0,0.585,34.91,0.5359,0.0471,338.64,42.29,506,127,9000.0,9000.0,0,1,,924.0,10643.4,TRUE,3.43,"Portfolio forecast WAPE was 53.59% against realized demand. Lost 92 sales units across the portfolio. Carried 22 backlog units into next round. Generated $14,255.80 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,6,Team 05,Aggressive growth,Community / Club,322.84,322.84,360,305,305,262,59,244,65,31927.68,40958.08,-9030.4,22327.95,60000.0,0.6755,-37.16,0.3809,0.0282,327.83,58.1,525,426,4000.0,4000.0,0,0,,1320.0,45160.27,TRUE,2.16,"Portfolio forecast WAPE was 38.09% against realized demand. Lost 59 sales units across the portfolio. Carried 65 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,6,Team 06,Low-cost volume,Premium Quality,247.32,247.32,252,234,234,217,17,39,50,33635.36,31714.03,1921.33,34378.34,21000.0,0.7605,-4.68,0.1798,0.0117,110.81,57.64,406,187,1500.0,1500.0,0,0,,462.0,14876.56,TRUE,19.19,"Portfolio forecast WAPE was 17.98% against realized demand. Lost 17 sales units across the portfolio. Carried 50 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,7,Team 01,Cash conservative,Premium Quality,268.25,268.25,93,125,112,110,157,0,6,19518.72,12559.95,6958.77,81109.04,0.0,0.4011,175.25,0.6533,0.0055,27.06,42.59,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 65.33% against realized demand. Lost 157 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,12,Warranty Sensitive,7,Team 02,Balanced S&OP,Sponsorship Growth,400.9,400.9,289,289,289,301,100,61,35,41306.0,35530.02,5775.98,50037.17,7000.0,0.6889,111.9,0.2791,0.0292,398.2,69.3,417,166,2500.0,2500.0,0,0,,154.0,14423.72,TRUE,15.36,"Portfolio forecast WAPE was 27.91% against realized demand. Lost 100 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,7,Team 03,Premium quality,Engineering Challenger,148.57,148.57,101,103,103,102,49,0,0,17629.68,13827.94,3801.74,117860.45,0.0,0.673,47.57,0.3202,0.005,22.95,26.68,386,187,750.0,750.0,0,1,,0.0,9447.24,FALSE,59.45,Portfolio forecast WAPE was 32.02% against realized demand. Lost 49 sales units across the portfolio.
calibrated,12,Warranty Sensitive,7,Team 04,Innovation leap,Low-Cost Volume,201.73,201.73,86,84,84,79,113,0,9,10119.9,9487.28,632.62,40587.7,49000.0,0.3916,115.73,0.5737,0.0575,204.24,16.18,519,246,0,0,1,1,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen",1078.0,15937.86,TRUE,0.0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 57.37% against realized demand. Lost 113 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,7,Team 05,Aggressive growth,Community / Club,373.79,373.79,352,298,298,302,71,230,63,36297.6,41287.46,-4989.86,27338.09,70000.0,0.6883,21.79,0.2303,0.0291,395.94,53.12,561,524,4000.0,4000.0,0,0,,1540.0,49687.61,TRUE,0.0,"Portfolio forecast WAPE was 23.03% against realized demand. Lost 71 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,12,Warranty Sensitive,7,Team 06,Low-cost volume,Premium Quality,282.79,282.79,243,225,225,236,47,24,49,35909.28,31407.5,4501.78,42380.12,24500.0,0.7092,39.79,0.1407,0.0133,142.73,52.45,429,265,1500.0,1500.0,0,0,,539.0,17286.37,TRUE,13.87,"Portfolio forecast WAPE was 14.07% against realized demand. Lost 47 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
